Model,Feature_Set,Accuracy,Precision,Recall,F1_Score,ROC_AUC,Hyperparameters
Logistic Regression,Full,0.7222411250992401,0.5756212091567208,0.9130974549968963,0.7061082443297731,0.8302285615703922,"C=0.1, class_weight=balanced"
Logistic Regression,Reduced,0.7106725643642963,0.5628394830492601,0.9326505276225947,0.7020207919635557,0.8244453209031518,"C=0.1, class_weight=balanced"
