Model,Feature_Set,Accuracy,Precision,Recall,F1_Score,ROC_AUC,Hyperparameters
SVM,Full,0.7380061245321538,0.6185031185031185,0.7386716325263811,0.6732673267326733,0.8171338801770001,Default RBF kernel
SVM,Reduced,0.7434501531133039,0.624159337816865,0.7489137181874612,0.6808690744920993,0.8149647003481981,Default RBF kernel
